"tpF0_F1","tpF0_HCC","tpF1_F0","tpF1_F2","tpF1_HCC","tpF2_F1","tpF2_F3","tpF2_HCC","tpF3_F2","tpF3_F4","tpF3_HCC","tpF4_DCC","tpF4_HCC","tpF4_Death","tpDCC_HCC","tpDCC_LT","tpDCC_Death","tpHCC_LT","tpHCC_Death","tpLT_Death","tpPLT_Death"
0.096,1e-04,0,0.039,1e-04,0,0.056,2e-04,0,0.11,0.002,0.038,0.018,0.00407387860214936,0.026,0.43,0.0396874967822982,0.56,0.575779396029509,0.097,0.0403125508791938
